,代码,名称,收入同比%%,利润同比%%,营业利润率%%,市销率,市净率,市现率,市盈(动),总金额,量比,细分行业,地区,振幅%%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万),净资产,少数股权,资产负债率%%,流动资产,固定资产,无形资产,流动负债,公积金,存货,应收帐款,营业收入,营业成本,营业利润,投资收益,利润总额,税后利润,净利润,未分利润,经营现金流,总现金流,股东人数,人均持股,人均市值,换手%%,涨速%%,最低,昨收,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%,total1,total2,total3,total4
2129,600507,方大特钢,-26.49,-51.38,5.03,1.81,3.73,17.39,26.31,139437872.0,1.11,特钢,江西,15.01,5.59,128242.0,121077.0,1.06,6433.0,952.0,,132609.3,77.18,         77.18亿,5.45,1984.0,126.0,0.0009,20150812.0,20030930.0,132609.3,0.0,0.0,944511.38,206757.97,22519.72,75.73,460247.31,276907.41,131894.47,705024.94,5763.58,97011.03,35100.98,426414.91,365112.03,21459.95,696.59,21483.02,15163.86,14666.51,32830.3,44379.12,15902.4,92982.0,14262.0,8.30万,1.88,-0.68,5.11,5.53,5.94,0.111㈡,1.56,0.0,0.04,0.25,21.89,          7.09㈡,14.38,5.28,3.44,24850094.4078,4987020.0864,2030.6058,407.5104
2130,600508,上海能源,-25.85,-80.35,0.29,2.65,0.84,13.38,275.52,189049120.0,1.33,煤炭开采,上海,10.4,9.28,112861.0,90750.0,1.24,6.0,165.0,,72271.79,66.78,         66.78亿,-5.61,2371.0,86.0,0.0012,20150824.0,20010829.0,72271.79,0.0,0.0,1403445.13,796743.25,57147.38,39.16,216024.7,701376.75,120310.27,369640.16,89140.17,49994.82,71403.71,251751.91,206744.11,723.46,8.0,752.1,163.49,1211.87,582140.44,49912.3,4471.89,63297.0,11418.0,10.55万,2.82,-1.17,8.86,9.81,9.88,0.017㈡,11.02,0.0,1.23,8.05,56.77,          0.15㈡,17.88,9.21,0.48,386677202.218,12925729.6473,18399.2256,615.0438
2131,600509,天富能源,6.46,9.08,13.91,4.46,1.66,19.78,18.77,203948176.0,0.93,火力发电,新疆,11.48,8.21,132657.0,115827.0,1.15,5173.0,538.0,,83869.65,70.62,         76.26亿,3.01,2173.0,114.0,0.0014,20150829.0,20020228.0,90569.65,0.0,0.0,1538793.63,460629.5,10307.8,69.4,403261.41,488271.59,10821.7,462003.16,256670.52,56936.18,48762.35,170900.69,117003.61,23776.07,-242.0,25512.93,20606.22,20312.96,89894.36,38547.93,46989.2,65450.0,12814.0,10.79万,2.96,-0.94,7.65,8.19,8.59,0.224㈡,5.09,0.0,2.83,0.99,29.93,          4.41㈡,31.54,7.88,11.89,28883156.4351,12125693.8044,1325.5374,556.4856
2132,600510,黑牡丹,-32.2,-26.76,7.96,2.93,1.44,-19.77,26.88,124344096.0,0.76,全国地产,江苏,12.6,8.55,78579.0,66820.0,1.18,1489.0,161.0,,79552.27,70.56,         70.56亿,3.7,2134.0,68.0,0.0009,20150818.0,20020618.0,79552.27,0.0,0.0,1767546.75,491329.16,35904.93,70.17,1657107.63,37143.43,3218.0,867073.5,167148.16,664388.56,326116.31,241040.09,199473.77,19188.61,885.0,20077.81,14373.59,13126.17,189842.3,-35683.53,39600.15,35901.0,22159.0,19.65万,1.83,-0.22,7.97,8.57,9.05,0.165㈡,6.18,0.0,2.1,2.39,27.8,          2.67㈡,17.24,8.09,5.45,47511656.64,14299453.2075,1896.6528,570.8304
2133,600511,国药股份,6.38,6.75,5.44,2.48,5.41,38.46,28.25,371621792.0,1.13,医药商业,北京,11.17,30.14,63313.0,59992.0,1.06,1765.0,28.0,,27764.33,85.35,        147.18亿,3.01,2414.0,51.0,0.0018,20150818.0,20021127.0,47880.0,0.0,0.0,566207.63,272014.56,10500.71,50.1,448023.44,50506.15,6755.86,259482.0,2714.65,85584.92,231122.97,593972.56,547712.06,32285.21,6095.66,33510.68,26817.55,26048.98,188884.72,38267.14,28099.26,27487.0,10101.0,31.05万,4.44,-0.03,28.05,29.9,31.39,0.544㈡,5.68,0.0,0.06,3.94,48.04,          9.58㈡,7.79,28.51,4.39,15995365.5475,16142579.5313,2411.1375,2433.3285
2134,600512,腾达建设,40.44,-39.91,1.2,3.39,2.04,-14.09,164.92,82299744.0,0.77,建筑施工,浙江,9.05,4.19,105788.0,90705.0,1.17,369.0,850.0,,73694.06,30.36,         41.94亿,-4.2,2101.0,94.0,0.0013,20150829.0,20021226.0,101803.72,0.0,0.0,508796.94,205553.13,-632.03,59.72,411222.69,12709.87,39872.65,288571.03,63310.78,300628.38,46263.98,123804.2,108562.92,1486.53,18.0,1470.29,576.76,1271.65,25896.05,-29770.35,-28246.18,82375.0,8946.0,3.69万,2.67,-0.72,4.02,4.31,4.41,0.020㈡,2.02,0.0,0.62,0.25,40.4,          0.62㈡,12.31,4.12,1.03,83910791.3448,2096243.3928,5006.9712,125.0832
2135,600513,联环药业,-2.38,7.76,8.83,7.57,3.32,168.67,52.2,86007232.0,0.92,化学制药,江苏,11.65,15.38,31872.0,24060.0,1.32,114.0,13.0,,15210.0,22.37,         24.85亿,-8.66,1902.0,29.0,0.0019,20150828.0,20030319.0,16890.9,0.0,0.0,95218.71,74783.52,31.93,21.43,70839.36,17403.31,462.92,20403.25,37404.62,5438.81,17536.75,32832.1,15041.17,2899.78,281.4,2877.58,2379.25,2380.09,17608.52,1473.05,27245.56,17498.0,8692.0,12.79万,3.68,-1.27,14.61,16.14,16.49,0.141㈡,4.43,0.0,2.21,1.04,78.54,          3.18㈡,54.19,15.0,7.25,4970416.662,1428280.65,1167.714,335.55
2136,600515,海岛建设,25.19,36.39,4.4,10.6,8.26,81.02,192.19,0.0,0.0,百货,海南,0.0,16.29,0.0,0.0,,0.0,0.0,,42277.41,68.87,         68.87亿,0.2,1.0,0.0,0.0,20150828.0,20020806.0,42277.41,0.0,0.0,345402.53,83427.67,0.0,75.85,97756.38,138448.42,15783.34,76869.46,55748.8,1089.53,8464.44,64962.83,44036.23,2856.25,-229.33,2876.38,1791.7,1791.7,-22712.26,8500.75,-38963.85,29973.0,14105.0,22.98万,0.0,0.0,,16.29,,0.042㈡,1.97,0.0,1.32,-0.54,24.15,          2.15㈡,32.21,,2.76,66382912.2407,,13236.1253,
2137,600516,方大炭素,-33.35,-88.67,10.07,10.3,2.13,75.95,205.93,249930240.0,0.55,矿物制品,甘肃,10.76,7.43,170243.0,165937.0,1.03,7678.0,144.0,,171916.03,122.75,        122.75亿,-6.1,2461.0,137.0,0.0008,20150822.0,20020830.0,171916.03,0.0,0.0,934064.19,577564.5,26802.18,35.3,624097.88,162055.09,64413.4,172557.73,167265.59,152288.73,108221.76,119139.3,89483.2,11999.51,3773.93,4434.9,2448.68,2980.4,211753.8,16162.12,-121591.05,137298.0,12521.0,8.94万,1.96,-1.51,7.08,7.62,7.9,0.017㈡,3.36,0.0,0.97,1.23,61.83,          0.52㈡,24.89,7.35,2.5,192351838.647,6865371.7965,25277.9075,902.2125
2138,600517,置信电气,18.8,-67.82,2.56,7.46,5.73,-34.85,215.11,391258272.0,1.04,电气设备,上海,13.8,10.44,225911.0,148978.0,1.52,12434.0,350.0,,111366.89,119.61,        133.66亿,-0.35,2481.0,151.0,0.0014,20150812.0,20031010.0,124452.22,0.0,0.0,511470.56,233164.05,19511.92,50.6,381010.03,47820.32,36917.8,256175.97,24982.7,64158.3,212449.34,179192.52,154867.88,4583.97,-1.9,5105.05,2988.17,3106.75,68091.71,-38357.46,-38410.4,56593.0,19679.0,21.13万,3.37,-1.37,9.72,10.8,11.21,0.030㈡,1.87,0.0,0.2,0.55,45.59,          1.33㈡,13.57,10.01,1.73,110022432.162,5119820.3056,25729.3071,1197.2961
2139,600518,康美药业,16.79,39.56,18.75,6.94,3.61,263.47,21.96,1696812416.0,0.85,中成药,广东,6.51,14.24,744072.0,447884.0,1.66,343.0,886.0,,439742.91,629.27,        629.27亿,0.34,2846.0,419.0,0.001,20150828.0,20010319.0,439742.91,0.0,0.0,3212027.5,1744500.25,2147.31,45.62,2452415.5,430393.91,106659.27,934707.31,365727.56,853536.0,258034.67,906513.69,650056.5,169958.72,3960.08,170679.92,143238.22,143290.06,552941.63,23883.77,190468.16,227788.0,19305.0,27.63万,2.71,-0.62,13.65,14.29,14.58,0.326㈡,3.97,0.0,0.83,1.26,54.31,          8.21㈡,28.29,13.65,15.81,70536123.9,43844175.375,13818.7692,8589.5355
2140,600519,贵州茅台,10.17,9.11,70.68,15.49,3.99,49.87,15.5,2052413312.0,1.28,白酒,贵州,2.98,191.91,63490.0,43455.0,1.46,56.0,441.0,,125619.78,2444.69,       2444.69亿,0.33,2685.0,40.0,0.0003,20150828.0,20010827.0,125619.78,0.0,0.0,7233774.5,6130434.5,235743.66,11.99,5323997.0,1037647.19,361275.0,865819.19,137496.44,1628407.25,36.63,1577864.75,116587.8,1115161.38,334.2,1114943.38,836452.13,788823.25,5341859.0,490168.84,357603.06,42802.0,29349.0,571.16万,0.85,0.07,189.2,194.37,195.0,6.279㈡,48.8,0.0,1.09,42.52,84.75,         12.87㈡,92.61,190.11,49.99,112123504.75,1375212870.2,37892.695,464760.0159
2141,600520,中发科技,-28.15,1.53,-10.57,18.5,4.18,16.42,,183568144.0,0.97,机械基件,安徽,14.55,12.16,78886.0,72036.0,1.1,69.0,56.0,,15389.0,18.68,         19.23亿,1.12,2090.0,72.0,0.0047,20150829.0,20020108.0,15843.0,0.0,0.0,87260.4,46027.73,6016.66,40.36,40663.9,16500.75,6799.02,31993.55,37950.73,9529.51,9809.67,10398.58,8264.67,-1099.0,-39.42,-1262.24,-1262.24,-1314.6,-8981.11,11716.17,-9191.53,12708.0,12110.0,14.70万,9.81,-0.97,11.1,12.03,12.85,-0.083㈡,2.91,0.0,2.4,-0.57,52.75,         -2.86㈡,20.52,11.5,-12.64,,1003494.6,,214.82
2142,600521,华海药业,42.23,82.63,16.37,10.79,5.28,1574.48,37.49,269167872.0,1.33,化学制药,浙江,7.69,21.83,75445.0,47873.0,1.58,5320.0,28.0,,78375.59,175.95,        176.43亿,2.3,1811.0,68.0,0.0009,20150821.0,20030304.0,78588.72,0.0,0.0,499092.25,333925.5,10658.33,30.96,250581.72,133806.8,38354.19,148111.13,91828.21,96290.93,92985.11,163569.8,90630.96,26769.36,149.85,28008.6,23798.25,23530.06,138185.94,1120.57,-2166.8,27911.0,28081.0,63.04万,1.57,-0.26,20.89,21.99,22.58,0.299㈡,4.25,0.0,1.17,1.76,66.91,          7.05㈡,44.59,21.1,14.39,18710968.4525,10530846.475,6596.3655,3712.545
2143,600522,中天科技,58.27,5.53,7.36,2.26,1.72,111.46,18.43,330315008.0,0.91,通信设备,江苏,9.32,16.11,111227.0,93840.0,1.19,2976.0,135.0,,70450.42,115.26,        141.15亿,-0.1,2321.0,88.0,0.0013,20150826.0,20021024.0,86276.75,0.0,0.0,1254498.88,819370.81,23750.0,32.79,879591.69,233701.0,31364.64,362332.81,387045.09,226678.42,368078.78,624001.69,529372.25,45946.9,10799.3,48160.84,39352.89,38285.8,278035.66,12663.07,-27041.75,62129.0,11339.0,18.55万,2.91,-0.18,15.3,16.41,16.83,0.444㈡,9.5,0.0,4.49,3.22,65.31,          4.67㈡,15.16,15.45,6.14,23120414.3584,19382007.696,2124.2418,1780.767
2144,600523,贵航股份,5.26,63.49,5.93,2.82,2.31,103.01,28.32,146034624.0,0.74,汽车配件,贵州,11.94,15.53,45818.0,48241.0,0.95,0.0,16732.0,,28860.33,43.29,         43.32亿,-9.81,2072.0,45.0,0.0016,20150825.0,20011227.0,28879.38,0.0,0.0,361503.19,187870.73,23033.14,41.66,241352.13,67042.45,14671.05,148515.55,92585.61,62435.15,98172.3,153536.92,122637.1,9106.08,2288.26,9200.17,8286.92,7647.27,49988.9,4205.2,-21853.45,23156.0,12463.0,18.70万,3.26,0.0,15.0,16.67,16.99,0.265㈡,6.51,0.0,3.21,1.73,51.97,          4.07㈡,20.13,15.13,4.98,10237770.3408,5469543.2647,1225.9728,654.9777
2145,600525,长园集团,13.7,18.48,9.63,14.57,6.57,-822.75,76.25,0.0,0.0,电气设备,深圳,0.0,21.04,0.0,0.0,,0.0,0.0,,86351.0,181.68,        229.40亿,0.2,1.0,0.0,0.0,20150820.0,20021202.0,109030.84,0.0,0.0,669389.69,283227.63,24587.97,54.02,370256.84,93445.77,32604.72,277912.06,12078.82,70152.21,207455.22,157484.84,89403.88,15162.15,5454.8,19964.81,16384.57,15043.11,168688.31,-2788.23,9506.12,30743.0,28088.0,59.10万,0.0,0.0,,21.04,,0.170㈡,3.2,3.2,0.11,1.55,42.31,          5.31㈡,43.23,,9.55,51040963.8625,,13853.1,
2146,600526,菲达环保,25.4,47.04,3.8,3.76,2.2,-27.6,62.37,250076976.0,0.82,专用机械,浙江,12.31,10.73,116983.0,116001.0,1.01,136.0,137.0,,40688.94,41.91,         56.38亿,-8.57,2542.0,92.0,0.0023,20150821.0,20020722.0,54740.46,0.0,0.0,635637.56,256079.22,3824.85,59.11,509298.69,54456.07,35446.96,367363.75,170118.92,262783.5,110802.3,149823.36,123552.32,5700.18,-85.08,6144.8,4785.5,4520.08,28382.02,-20427.02,5336.72,55948.0,7273.0,7.49万,5.73,-0.38,10.2,11.29,11.59,0.100㈡,4.68,0.0,3.11,0.52,40.29,          1.77㈡,17.53,10.45,3.02,39644714.6172,6642412.502,2613.9267,437.9595
2147,600527,江南高纤,-1.49,-90.41,2.26,5.26,2.17,-91.39,245.66,88018648.0,0.7,化纤,江苏,9.21,4.71,104039.0,82969.0,1.25,313.0,108.0,,80208.93,36.9,         36.90亿,-3.56,2014.0,93.0,0.0012,20150828.0,20031127.0,80208.93,0.0,0.0,182262.56,169885.38,2727.36,5.29,96842.92,46589.3,3576.9,7885.55,12842.05,39429.6,2267.67,70112.32,62785.28,1584.21,-2226.24,1760.75,764.59,750.97,64906.15,-4037.18,-10225.49,81746.0,9812.0,4.51万,2.33,-0.64,4.51,4.78,4.95,0.009㈡,2.12,0.0,0.16,0.81,93.21,          0.44㈡,10.45,4.67,1.07,44774620.4896,851166.1552,9064.854,172.323
2148,600528,中铁二局,-27.31,-31.4,-0.02,0.69,2.73,-3.17,72.39,768802944.0,0.96,建筑施工,四川,11.06,11.33,383650.0,295093.0,1.3,64.0,555.0,,145920.0,166.49,        166.49亿,0.38,2793.0,243.0,0.0017,20150828.0,20010528.0,145920.0,0.0,0.0,5922112.0,610963.38,64826.68,88.59,5445778.5,166532.06,7947.42,4966297.0,159785.48,1690431.0,1868215.38,2411346.25,2253504.75,-568.64,600.21,1378.6,2347.99,11500.32,255924.92,-525231.63,-30002.55,205674.0,7095.0,8.10万,4.65,-1.46,10.5,11.39,11.76,0.079㈡,4.19,0.0,1.1,1.75,10.32,          1.88㈡,6.55,10.61,0.48,428701687.68,62833608.32,12052.2111,1766.4589
2149,600529,山东药玻,9.76,7.97,10.79,4.95,2.05,25.21,30.34,0.0,0.0,玻璃,山东,0.0,17.16,0.0,0.0,,0.0,0.0,,25738.0,44.17,         44.17亿,0.2,1.0,0.0,0.0,20150811.0,20020603.0,25738.0,0.0,0.0,290919.03,215044.22,909.5,25.77,161695.69,105748.35,8066.71,74901.31,58667.32,44862.65,43835.68,89296.5,62452.05,9631.57,95.92,9686.5,7260.05,7279.32,108606.86,17517.14,4050.38,20051.0,12836.0,22.03万,0.0,0.0,,17.16,,0.283㈡,8.36,0.0,2.28,4.22,73.92,          3.39㈡,30.06,,8.15,8826483.3702,,1340.1178,
2150,600530,交大昂立,-25.11,170.85,71.77,48.76,3.37,580.65,48.96,0.0,0.0,生物制药,上海,0.0,21.37,0.0,0.0,,0.0,0.0,,31200.0,66.67,         66.67亿,0.2,1.0,0.0,0.0,20150816.0,20010702.0,31200.0,0.0,0.0,270687.0,198113.75,0.0,26.81,52307.9,21675.61,804.0,43610.95,52828.71,6889.68,6372.46,13675.35,5445.71,9814.53,13509.8,9825.86,6876.4,6809.5,16625.57,1148.28,18309.42,19136.0,16304.0,34.84万,0.0,0.0,,21.37,,0.218㈡,6.35,0.0,1.69,0.53,73.19,          3.44㈡,60.18,,49.79,13252835.52,,3264.1632,
2151,600531,豫光金铅,36.16,-42.67,-0.68,0.48,2.05,3.28,196.9,86959824.0,0.77,铅锌,河南,10.48,9.66,47448.0,42592.0,1.11,21.0,2.0,,29525.08,27.78,         27.78亿,-5.88,1966.0,46.0,0.0016,20150807.0,20020730.0,29525.08,0.0,0.0,850547.88,135449.23,6756.12,83.28,583965.38,216755.0,21930.45,656442.81,76675.06,332404.31,5896.75,575916.56,567097.44,-3918.03,11167.78,2789.03,687.32,705.52,15931.36,84801.4,18388.86,33570.0,8795.0,8.28万,3.05,-0.94,9.3,10.02,10.35,0.024㈡,4.59,0.0,2.6,0.54,15.92,          0.52㈡,1.53,9.45,0.12,167472877.572,8037677.466,5469.882,262.521
2152,600532,宏达矿业,-22.26,-94.25,-0.97,28.05,4.94,102.06,1058.07,0.0,0.0,普钢,山东,0.0,14.57,0.0,0.0,,0.0,0.0,,16510.25,24.06,         75.19亿,0.2,1.0,0.0,0.0,20150901.0,20021031.0,51606.57,0.0,0.0,205686.95,116879.01,0.0,43.18,29967.1,88661.5,39613.03,69246.86,18538.42,4274.98,4732.81,26803.03,24330.3,-260.56,1867.35,-259.88,355.32,355.32,56459.01,7367.56,-8221.5,15396.0,10724.0,15.62万,0.0,0.0,,14.57,,0.007㈡,2.95,2.95,0.36,1.09,56.82,          0.30㈡,9.23,,1.33,217631191.187,,25457.1642,
2153,600533,栖霞建设,144.68,176.54,3.26,1.82,1.41,18.84,36.12,0.0,0.0,区域地产,江苏,0.0,5.27,0.0,0.0,,0.0,0.0,,105000.0,55.33,         55.33亿,0.2,1.0,0.0,0.0,20150822.0,20020328.0,105000.0,0.0,0.0,1357223.5,391336.09,13377.2,70.18,1135755.13,2032.05,41.7,733806.19,104372.65,906849.0,727.46,303389.47,264841.91,9881.03,788.9,9782.07,7500.3,7660.43,79129.88,29364.93,-14907.57,69137.0,15187.0,8.00万,0.0,0.0,,5.27,,0.073㈡,3.73,0.0,0.99,0.75,28.83,          1.96㈡,12.71,,2.52,49022912.82,,1998.5196,
2154,600535,天士力,1.99,11.5,15.78,6.27,5.72,227.7,23.52,315589696.0,0.85,中成药,天津,5.02,35.45,60662.0,28370.0,2.14,1980.0,668.0,,103284.27,373.27,        390.48亿,0.96,1795.0,50.0,0.0005,20150818.0,20020823.0,108047.59,0.0,0.0,1443638.25,682368.69,24230.9,51.05,911569.38,295942.06,39809.7,629693.75,177388.48,151590.06,480397.81,622999.81,377846.28,98306.8,308.35,100013.03,86063.8,83007.88,333448.94,17149.06,-8699.1,33284.0,31031.0,112.15万,0.86,-0.08,34.38,35.87,36.18,0.790㈡,6.32,0.0,1.64,3.09,47.27,         12.16㈡,39.35,34.68,13.32,33954371.64,50065374.51,8779.3104,12945.0036
2155,600536,中国软件,-0.82,-5.3,-14.52,9.52,6.39,-25.76,,517711872.0,0.95,软件服务,北京,17.92,24.86,103794.0,104486.0,0.99,265.0,471.0,,48471.21,114.3,        116.62亿,-6.11,2581.0,81.0,0.0017,20150828.0,20020517.0,49456.28,0.0,0.0,407152.53,182554.3,38172.05,45.79,319147.41,32995.3,22204.63,165298.75,96544.46,74320.92,107875.6,122479.97,79089.77,-17780.32,2553.87,-11113.78,-10766.08,-7700.61,36073.53,-45266.05,-47269.37,48869.0,9919.0,23.39万,4.3,-1.0,22.69,25.17,27.2,-0.156㈡,3.69,0.0,1.95,0.73,44.84,         -4.22㈡,35.43,22.69,-6.29,,9238290.9057,,2593.467
2156,600537,亿晶光电,11.91,-67.8,1.53,3.74,2.08,116.65,79.74,175949328.0,0.85,半导体,浙江,10.86,9.33,98291.0,90375.0,1.09,320.0,90.0,,48587.12,43.83,         53.05亿,-8.22,2251.0,84.0,0.0017,20150818.0,20030123.0,58817.96,0.0,0.0,686845.81,254936.91,1295.2,62.69,345345.0,248520.22,13356.36,391907.13,113434.72,119352.5,92985.43,142016.06,117330.52,2179.62,1214.03,2814.12,3306.15,3326.78,81681.11,4548.03,-7505.81,45485.0,10682.0,9.64万,3.88,-1.09,8.98,9.85,10.05,0.057㈡,4.33,0.0,1.93,1.39,37.12,          1.30㈡,17.38,9.02,2.34,54769084.8894,6195349.2062,3495.0042,395.3466
2157,600538,国发股份,11.21,105.0,0.76,13.68,4.82,-122.94,2318.06,189651824.0,1.04,农药化肥,广西,14.83,7.24,114967.0,146939.0,0.78,82904.0,72.0,,27921.59,19.68,         32.74亿,-9.64,2087.0,125.0,0.0045,20150806.0,20030114.0,46440.12,0.0,0.0,96792.4,67896.78,5394.06,24.28,40248.71,32440.47,5360.85,22484.55,58689.13,7413.72,14923.45,23933.09,20391.77,182.4,512.37,390.17,319.41,70.62,-40905.01,-2663.07,-22197.49,26197.0,10658.0,7.51万,9.38,-0.14,7.04,7.82,8.2,0.002㈡,1.46,0.0,1.26,-0.88,70.15,          0.10㈡,14.8,7.06,0.3,224370590.744,683354.344,45619.4208,138.9408
2158,600539,*ST狮头,159.59,111.01,1.87,80.85,4.12,-133.6,814.42,29663364.0,0.71,水泥,山西,3.51,8.41,12664.0,22590.0,0.56,0.0,4695.0,,23000.0,19.27,         19.27亿,-4.78,582.0,61.0,0.0026,20150731.0,20010824.0,23000.0,0.0,0.0,99903.65,46832.96,23370.46,29.73,16500.43,74663.36,0.0,25955.1,54635.78,4137.21,3582.61,2383.85,1432.85,44.63,0.0,47.77,47.77,118.33,-34543.48,-1442.64,321.66,13924.0,16518.0,13.84万,1.53,0.0,8.38,8.82,8.69,0.005㈡,2.04,0.0,2.38,-1.5,46.88,          0.25㈡,39.89,8.38,4.96,81363530.633,837192.587,15693.8734,161.4826
2159,600540,新赛股份,-6.66,-264.23,-9.55,9.46,2.22,-80.13,,84506296.0,0.82,种植业,新疆,11.79,7.51,57798.0,54715.0,1.06,40.0,330.0,,30270.84,21.95,         26.26亿,-9.85,1844.0,61.0,0.002,20150828.0,20040107.0,36224.87,0.0,0.0,274517.19,118477.57,19972.3,49.57,117753.42,78478.59,19615.89,117489.55,91344.71,28379.3,11474.78,27764.96,26998.14,-2650.4,263.26,-1942.8,-1948.46,-1281.77,-13201.55,-3277.56,-49883.1,27728.0,10917.0,7.91万,3.72,-0.68,7.25,8.06,8.2,-0.035㈡,3.27,0.0,2.52,-0.36,43.16,         -1.08㈡,2.76,7.5,-4.62,,2058878.925,,164.625
2160,600543,莫高股份,-7.45,-15.87,19.6,18.77,2.32,2610.62,75.48,125527960.0,0.83,红黄药酒,甘肃,11.8,8.18,77307.0,76163.0,1.02,90.0,260.0,,32112.0,25.11,         25.11亿,-8.44,1754.0,87.0,0.0027,20150822.0,20040324.0,32112.0,0.0,0.0,126844.51,108383.63,964.05,13.79,68081.21,30159.7,2351.36,13255.42,46593.48,10987.24,4079.15,13378.17,5240.56,2622.7,684.1,2667.25,1656.03,1663.48,19694.42,96.19,-595.91,20600.0,15588.0,12.19万,4.78,-0.38,7.72,8.56,8.73,0.052㈡,3.38,0.0,1.45,0.61,85.45,          1.53㈡,60.83,7.9,12.43,9574223.6148,1002071.629,1895.3028,198.369
2161,600545,新疆城建,-26.83,-104.73,-0.68,6.41,3.44,-22.65,,571719168.0,0.67,建筑施工,新疆,11.86,10.7,190759.0,343341.0,0.56,0.0,56656.0,,67578.57,70.82,         70.82亿,-9.76,2805.0,190.0,0.0028,20150818.0,20031203.0,67578.57,0.0,0.0,990528.69,205823.97,8112.43,78.4,791480.88,45181.12,10720.8,667988.81,56168.73,314129.41,298661.19,110568.76,98833.18,-750.87,51.62,-222.35,-515.92,-169.42,66610.6,-31266.98,28842.41,114567.0,5899.0,6.18万,7.9,0.0,10.48,11.64,11.86,-0.003㈡,3.05,0.0,0.83,0.99,20.78,         -0.08㈡,10.61,10.48,-0.15,,10380740.6712,,742.1936
2162,600546,山煤国际,-29.17,-85.62,0.59,0.34,1.33,56.22,469.83,180625728.0,0.96,煤炭开采,山西,11.41,4.3,224027.0,195902.0,1.14,1.0,223.0,,198245.59,83.86,         83.86亿,-5.17,2296.0,183.0,0.0009,20150829.0,20030731.0,198245.59,0.0,0.0,5120966.5,628251.25,318224.03,81.52,2847890.25,891889.81,659138.94,3545446.5,224503.45,354481.03,710609.69,2496800.5,2345122.5,14607.42,44.25,13402.79,6094.83,892.42,145470.34,14915.45,78569.27,110498.0,17941.0,7.59万,2.12,-0.47,4.06,4.47,4.57,0.005㈡,3.17,0.0,1.13,0.73,12.27,          0.14㈡,6.07,4.27,0.04,2405983690.69,21866526.955,39399.9438,358.0822
2163,600547,山东黄金,-20.26,-84.58,0.44,1.23,2.66,29.55,251.94,632920320.0,0.73,黄金,山东,7.11,17.16,196029.0,172723.0,1.13,356.0,283.0,,142307.23,242.35,        242.35亿,-6.63,2700.0,137.0,0.001,20150826.0,20030828.0,142307.23,0.0,0.0,2322564.0,910811.88,64360.5,58.01,251040.17,798543.88,663512.0,871842.88,3067.95,90284.9,5690.2,1968421.63,1858895.0,8717.62,13009.0,8905.78,4882.93,4809.58,724143.94,82007.4,18788.32,167418.0,8500.0,14.48万,2.59,0.0,16.55,18.28,17.85,0.034㈡,6.4,0.0,0.02,5.09,39.22,          0.53㈡,5.56,17.11,0.24,585146774.16,39739070.04,61057.659,4146.6085
2164,600548,深高速,-22.22,-68.25,46.81,8.57,1.13,32.16,11.92,34405088.0,0.79,路桥,深圳,6.75,5.99,31681.0,25725.0,1.23,97.0,10.0,,143327.03,84.42,         84.42亿,-2.76,1416.0,41.0,0.0003,20150822.0,20011225.0,218077.03,0.0,74750.0,2420573.0,1135519.38,131837.77,47.64,362546.22,98930.55,1580092.38,297218.28,227435.16,48328.3,62607.55,149961.8,68286.63,70200.43,13661.99,70134.42,56131.66,53895.88,412187.69,39938.87,-22981.0,40336.0,35533.0,20.93万,0.4,-1.66,5.8,6.07,6.21,0.247㈡,5.21,0.0,1.04,1.89,46.91,          4.75㈡,54.46,5.93,35.94,28853230.16,14353997.89,1006.2864,500.6106
2165,600549,厦门钨业,13.41,-75.7,3.7,4.18,2.52,-16.63,270.99,340926336.0,1.22,小金属,福建,11.04,16.58,126394.0,79235.0,1.6,2550.0,532.0,,88657.39,151.16,        184.41亿,4.74,2268.0,91.0,0.001,20150827.0,20021107.0,108157.39,0.0,0.0,1637030.88,731171.38,162896.72,45.38,805321.94,503448.44,76721.17,701011.44,335133.34,457825.59,122921.22,441451.34,356202.75,16352.67,2118.67,17289.2,12786.53,3402.5,246297.34,-110911.57,-65443.81,64368.0,13774.0,23.48万,2.32,-0.35,15.42,16.31,17.22,0.031㈡,6.76,0.0,3.1,2.28,44.66,          0.47㈡,19.31,15.6,0.77,443618998.171,25537681.728,40962.8484,2358.096
2166,600550,保变电气,-15.73,305.29,12.49,5.54,10.82,-21.2,22.4,124215896.0,0.66,电气设备,河北,10.89,6.89,94564.0,85653.0,1.1,43.0,20.0,,137299.09,92.54,        103.43亿,-3.23,2208.0,82.0,0.0006,20150818.0,20010228.0,153460.7,0.0,0.0,923217.19,95636.56,21797.34,87.28,617277.25,113012.67,63502.48,570558.94,366846.53,152885.0,226620.7,186614.5,147477.7,23304.09,22278.48,24507.27,23713.89,23085.4,-458647.25,-48784.44,16114.5,127347.0,10781.0,7.27万,1.31,-1.02,6.48,6.98,7.24,0.150㈡,0.62,0.0,2.39,-2.99,10.36,         24.14㈡,20.97,6.6,12.37,20680065.056,6093233.454,2072.896,610.764
