代码,名称,净资产,少数股权,资产负债率%%,流动资产,固定资产,无形资产,流动负债,公积金,存货,应收帐款,营业收入,营业成本
600409,三友化工,627781.81,47879.34,66.72,512907.69,1247565.75,79246.05,882031.31,236541.13,114614.27,65361.01,650727.56,520491.19
600410,华胜天成,233315.59,39963.81,58.18,466433.56,19906.07,26704.85,236693.2,64623.44,74415.05,174366.48,207673.63,168466.81
600415,小商品城,871197.88,45580.3,68.35,1253185,529465.44,407889.56,1766447.25,146848.05,1046405.63,10693.5,168554.84,83714.5
600416,湘电股份,372974.72,12614.65,79.15,1501056.38,136891.36,28217.8,1311194.75,257985.09,378223.25,655982.75,436562.31,383038.06
600418,江淮汽车,815865.56,174111.91,74.64,2219692.75,965497.13,228529.63,2551191.25,136105.88,218670.45,264053.38,2350469.75,2035162.38
600419,天润乳业,28628.66,3447.4,45.67,23050.95,29245.15,2332.66,17169.53,28187.18,2545.88,2531.87,25424.86,17380.27
600420,现代制药,123168.15,25360.75,64.9,200251.42,159349.52,20714.28,125193.4,7341.37,90582.68,31859.89,144299.69,74590.88
600421,仰帆控股,601.15,0,92.77,2861.25,4016.61,1430.06,5825.91,19584.88,1473.35,569.78,1793.85,1033.56
600422,昆药集团,208172.36,20877.21,30.61,206131.16,45232.37,27168.2,94505.86,84602,42650.1,56215.63,208636.95,133049.06
600423,柳化股份,118711.21,0,77.24,172212.56,288906.53,1086.8,252693.5,51815.19,48410.6,24831.51,135647.81,122363.11
600425,青松建化,502012.44,45978.85,55.55,312940.06,729435.88,41621.59,427599.31,320171.16,122840.72,63954.13,82503,85052.67
600426,华鲁恒升,699723.06,0,45.45,268514.5,915805.5,34088.84,213025.55,232806.09,27123.18,3535.68,467339.81,370296.78
600428,中远航运,688683.13,7369.68,59.82,282647.06,1200564,27182.25,382709.63,225444.52,25884.5,55742.69,363123.63,319654.38
600429,三元股份,558586.5,13963.74,23.35,492003.09,116705.22,49147.98,115187.97,426938.81,44527.12,28890.59,222974.8,155713.47
600432,吉恩镍业,783007.44,-22203.92,70.78,1366698.88,984218.38,117351.35,1468788.88,625202.19,237892.52,44984.23,225238.13,203820.34
600433,冠豪高新,241098.05,1864.42,35.86,127148.8,144057.13,26532.23,84557.4,69587.4,39139.12,28162.46,50335.35,40184.9
600435,北方导航,202338.47,37281.85,37.86,221473.41,97350.21,44241.85,137221.27,77540.53,73010.02,75060.28,54190.71,36766.73
600436,片仔癀,301061.25,9123.94,17.46,246401.91,26882.61,16576.24,25366.52,80805.46,93918.2,24426.8,81385.15,38466.03
600438,通威股份,225481.41,7500.66,65.88,363732.38,201310.47,41982.75,360621.47,45452.96,140357.91,36857.85,639953,566779.44
600439,瑞贝卡,229022.41,442.77,50.77,376480.06,48629.01,15525.82,171549.91,43712.67,269238.06,32971.37,104266.5,76454.75
600444,*ST国通,-3112.58,-2775.62,113.14,24957.96,17812.77,1297.75,49820.12,11042.08,5841.62,15885.15,15465.24,13406.69
600446,金证股份,113196.86,10677.13,50.21,175103.95,7653.03,6151.15,117205.57,28230.47,57900.94,38749.92,104032.35,77931.86
600448,华纺股份,83548.77,0,64.62,139868.95,54119.57,23704.67,146610.41,65484.18,48053.8,19518.14,109173.42,101374.71
600449,宁夏建材,411084.47,25407.6,45.99,240999.2,474731.06,36533.8,269302.28,202657.38,40343.85,100181.46,132486.27,105797.13
600452,涪陵电力,63148.48,0,39.36,40888.65,39339.96,8778.74,40867.43,26888.24,285.71,105.89,60304.75,54878.36
600455,博通股份,12947.62,4625.25,72.62,11560.03,45698.57,5751.49,40816.73,14566.34,1637.9,2245.31,8530.96,4105.39
600456,宝钛股份,354644.41,31470.55,47.4,410046.84,263769.97,12558.69,196649.77,237071.52,192058.59,56829.75,101671.46,84882.27
600458,时代新材,294434.66,6941.38,72.27,657328.06,234210.05,56279.61,461190.69,173749.66,177843.02,243736.41,555792.25,471283.25
600459,贵研铂业,176005.09,8304.45,41.93,219564.09,52715.11,4590.31,117090.26,116742.17,80391.5,47864.26,285299.09,274484.84
600460,士兰微,242426.59,1643.1,39.53,222932.55,121902.26,12377.42,104617.46,17092,71221.96,53888.98,94217.75,68461.65
600461,洪城水业,191032.98,5450.12,62.08,79408.61,105206.61,238428.47,111655.01,117392.67,6527.43,31418.15,75773.96,50251.73
600462,石岘纸业,29372.75,0,26.36,18372.31,19758.8,0,8748.66,64306.44,9975.95,3568.05,13460.87,12678.37
600463,空港股份,78520.46,5932.97,68.37,195150.5,4856.75,2522.15,173420.55,9812.67,149501.81,16740.51,26297,17696
600466,蓝光发展,777708.13,0,85.42,4645978.5,91250.5,19662.9,3338371.5,200949.91,3873325.5,23199.6,350966.09,252133.3
600467,好当家,292828.28,1496.49,40.28,151424.81,235690.7,9339.53,186327.42,112897.7,93513.38,8306.88,46150.76,37479.45
600468,百利电气,65272.96,10466.12,48.25,72250.96,29362.36,10373.82,67463.7,3550.43,17122.07,28376.88,44846.48,35418.98
600469,风神股份,288199.78,0,60.18,357006.5,309445.94,2486.37,359491.44,79476.9,87065.25,112704.32,330447.94,264927.38
600470,六国化工,206679.5,0,68.45,218879.16,352270.53,62871.46,360508.66,126267.7,128725.38,14194.85,275369.19,245368.22
600475,华光股份,139490.66,18188.53,66.17,375579.31,64814.25,4900.65,303853.72,8955.99,73615.36,144208.94,163874.55,133151.31
600476,湘邮科技,22537.59,9.04,35.99,28047.3,5922.56,241.18,12328.95,13140.44,10330.05,7918.02,9352.63,8525.32
600477,杭萧钢构,121650.52,31373.68,75.56,527717.81,68830.21,12752.48,461829.56,14286.7,361937.81,73962.18,149637.36,114889.47
600478,科力远,144023.02,29090.15,37.68,104329.35,82169.88,32601.75,89385.92,58914.44,16422.75,15404.17,36246.87,30825.8
600479,千金药业,109756.85,25287.48,38.31,138724.69,39022.84,24480.85,75722.78,21044.86,26761.2,16992.24,110760.22,61991.96
600480,凌云股份,207818.67,101726.61,62.73,508349.41,165537.56,32319.3,412002.59,64313.3,130390.81,201434.94,356397.75,281898.94
600481,双良节能,199528.31,12205.23,64.35,263499.97,255371.34,19658.53,188615.75,66611.71,30499.59,97589.25,221555.59,170422.22
600482,风帆股份,214044.72,315.46,48.76,216714.91,98627.95,17277.09,81991.31,129881.61,94999.03,62191.15,304295,266938.25
600483,福能股份,594379.56,34023.76,55.81,268888.47,961902.13,24945.13,154009.81,81703.86,30899.49,97096.15,289464.94,216652.88
600485,信威集团,1066494,41939.06,15.29,1014011.19,44165.65,2703.29,137744.16,505171.66,57606.07,221954.22,47345.31,9278.25
600486,扬农化工,297519.44,9152.21,34.42,340481.16,101305.93,14297.99,159698.2,81536.68,24945.11,53224.86,180225.42,135365.52
600487,亨通光电,414648.84,68545.81,69.21,1078608,312172.78,39961.64,970096.38,176459.81,298035.16,327624.78,541585.81,435419.56
600488,天药股份,239495.95,2076.34,19.47,148081.73,127253.76,3768.53,38784.9,60855.96,57225.01,25297.68,72813.52,60925.41
600489,中金黄金,997374.5,203002.45,63.27,1099038.13,744647.5,413079.06,1269806.5,166052.41,486461.84,21628,1773684.38,1655771.75
600490,鹏欣资源,168621.47,170212.17,27.14,211599.84,203495.72,10019.3,88087.3,16710.35,34017.75,9275.11,84481.57,65683.2
600491,龙元建设,340428.78,4275.28,84.17,2099184,29203.91,4222.41,1732036.25,43174.71,1253901.63,512029.69,780544.5,712834.75
600493,凤竹纺织,62968.86,0,40.36,42599.9,41031.92,2951.56,41870.45,19092.56,17057.36,10218.82,34049.98,29576.47
600495,晋西车轴,303773.34,0,25.55,269523.75,73758.53,10331.37,100594.03,169761.25,69826.4,45696.15,96764.96,86827.21
600496,精工钢构,347129.47,705.4,65.23,803771.94,90069.97,30478.23,602840.94,32658.8,435380.91,167351.72,327870.91,273430.94
600497,驰宏锌锗,695864.44,422835.81,66.35,417767.66,992707.88,1004080.88,1221758.13,403815.03,176530.84,20227.6,1051780.13,956105.88
600498,烽火通信,657946.25,72417.9,57.39,1470578.5,138746.34,17759.18,964742.63,311143.56,647240.44,441416.41,611916.25,457340.59
600499,科达洁能,382375.44,0,50.03,412294.84,163373.72,35746.01,302504.16,119345.61,96010.7,105391.17,211236.42,161292.77
600500,中化国际,1091857.75,346748.81,56.43,1415867.38,578530.44,227662.05,1277182.25,445510.81,306511.84,301745.13,1922066.63,1759275.75
600501,航天晨光,219459.05,20096.6,52.82,351386.84,93848.47,11192.28,239810.8,140981.81,66436.4,144347.97,163522.98,133817.2
600502,安徽水利,244689.8,26772.31,79.83,1076251.13,81058.05,5548.81,862833,58931.17,368819.34,309923.25,450425.41,397423.47
600503,华丽家族,359911.59,2875.41,30,366856.41,485.17,0,155448.52,118025.1,287302.28,919.4,5157.62,3450.76
600505,西昌电力,92015.75,9270.53,44.09,21205.53,126044.38,4095.01,46099.84,7618.86,2058.93,5186.25,36487.46,31802.78
600506,香梨股份,27005.55,0,5.41,7487.22,4800.41,9000.57,463.23,22398.22,725.23,3.67,4311.52,3828.65
600507,方大特钢,206757.97,22519.72,75.73,460247.31,276907.41,131894.47,705024.94,5763.58,97011.03,35100.98,426414.91,365112.03
600508,上海能源,796743.25,57147.38,39.16,216024.7,701376.75,120310.27,369640.16,89140.17,49994.82,71403.71,251751.91,206744.11
600509,天富能源,460629.5,10307.8,69.4,403261.41,488271.59,10821.7,462003.16,256670.52,56936.18,48762.35,170900.69,117003.61
600510,黑牡丹,491329.16,35904.93,70.17,1657107.63,37143.43,3218,867073.5,167148.16,664388.56,326116.31,241040.09,199473.77
600511,国药股份,272014.56,10500.71,50.1,448023.44,50506.15,6755.86,259482,2714.65,85584.92,231122.97,593972.56,547712.06
600512,腾达建设,205553.13,-632.03,59.72,411222.69,12709.87,39872.65,288571.03,63310.78,300628.38,46263.98,123804.2,108562.92
600513,联环药业,74783.52,31.93,21.43,70839.36,17403.31,462.92,20403.25,37404.62,5438.81,17536.75,32832.1,15041.17
600515,海岛建设,83427.67,0,75.85,97756.38,138448.42,15783.34,76869.46,55748.8,1089.53,8464.44,64962.83,44036.23
600516,方大炭素,577564.5,26802.18,35.3,624097.88,162055.09,64413.4,172557.73,167265.59,152288.73,108221.76,119139.3,89483.2
600517,置信电气,233164.05,19511.92,50.6,381010.03,47820.32,36917.8,256175.97,24982.7,64158.3,212449.34,179192.52,154867.88
600518,康美药业,1744500.25,2147.31,45.62,2452415.5,430393.91,106659.27,934707.31,365727.56,853536,258034.67,906513.69,650056.5
600519,贵州茅台,6130434.5,235743.66,11.99,5323997,1037647.19,361275,865819.19,137496.44,1628407.25,36.63,1577864.75,116587.8
600520,中发科技,46027.73,6016.66,40.36,40663.9,16500.75,6799.02,31993.55,37950.73,9529.51,9809.67,10398.58,8264.67
600521,华海药业,333925.5,10658.33,30.96,250581.72,133806.8,38354.19,148111.13,91828.21,96290.93,92985.11,163569.8,90630.96
600522,中天科技,819370.81,23750,32.79,879591.69,233701,31364.64,362332.81,387045.09,226678.42,368078.78,624001.69,529372.25
600523,贵航股份,187870.73,23033.14,41.66,241352.13,67042.45,14671.05,148515.55,92585.61,62435.15,98172.3,153536.92,122637.1
600525,长园集团,283227.63,24587.97,54.02,370256.84,93445.77,32604.72,277912.06,12078.82,70152.21,207455.22,157484.84,89403.88
600526,菲达环保,256079.22,3824.85,59.11,509298.69,54456.07,35446.96,367363.75,170118.92,262783.5,110802.3,149823.36,123552.32
600527,江南高纤,169885.38,2727.36,5.29,96842.92,46589.3,3576.9,7885.55,12842.05,39429.6,2267.67,70112.32,62785.28
600528,中铁二局,610963.38,64826.68,88.59,5445778.5,166532.06,7947.42,4966297,159785.48,1690431,1868215.38,2411346.25,2253504.75
600529,山东药玻,215044.22,909.5,25.77,161695.69,105748.35,8066.71,74901.31,58667.32,44862.65,43835.68,89296.5,62452.05
600530,交大昂立,198113.75,0,26.81,52307.9,21675.61,804,43610.95,52828.71,6889.68,6372.46,13675.35,5445.71
600531,豫光金铅,135449.23,6756.12,83.28,583965.38,216755,21930.45,656442.81,76675.06,332404.31,5896.75,575916.56,567097.44
600532,宏达矿业,116879.01,0,43.18,29967.1,88661.5,39613.03,69246.86,18538.42,4274.98,4732.81,26803.03,24330.3
600533,栖霞建设,391336.09,13377.2,70.18,1135755.13,2032.05,41.7,733806.19,104372.65,906849,727.46,303389.47,264841.91
600535,天士力,682368.69,24230.9,51.05,911569.38,295942.06,39809.7,629693.75,177388.48,151590.06,480397.81,622999.81,377846.28
600536,中国软件,182554.3,38172.05,45.79,319147.41,32995.3,22204.63,165298.75,96544.46,74320.92,107875.6,122479.97,79089.77
600537,亿晶光电,254936.91,1295.2,62.69,345345,248520.22,13356.36,391907.13,113434.72,119352.5,92985.43,142016.06,117330.52
600538,国发股份,67896.78,5394.06,24.28,40248.71,32440.47,5360.85,22484.55,58689.13,7413.72,14923.45,23933.09,20391.77
600539,*ST狮头,46832.96,23370.46,29.73,16500.43,74663.36,0,25955.1,54635.78,4137.21,3582.61,2383.85,1432.85
600540,新赛股份,118477.57,19972.3,49.57,117753.42,78478.59,19615.89,117489.55,91344.71,28379.3,11474.78,27764.96,26998.14
600543,莫高股份,108383.63,964.05,13.79,68081.21,30159.7,2351.36,13255.42,46593.48,10987.24,4079.15,13378.17,5240.56
600545,新疆城建,205823.97,8112.43,78.4,791480.88,45181.12,10720.8,667988.81,56168.73,314129.41,298661.19,110568.76,98833.18
600546,山煤国际,628251.25,318224.03,81.52,2847890.25,891889.81,659138.94,3545446.5,224503.45,354481.03,710609.69,2496800.5,2345122.5
600547,山东黄金,910811.88,64360.5,58.01,251040.17,798543.88,663512,871842.88,3067.95,90284.9,5690.2,1968421.63,1858895
600548,深高速,1135519.38,131837.77,47.64,362546.22,98930.55,1580092.38,297218.28,227435.16,48328.3,62607.55,149961.8,68286.63
600549,厦门钨业,731171.38,162896.72,45.38,805321.94,503448.44,76721.17,701011.44,335133.34,457825.59,122921.22,441451.34,356202.75
600550,保变电气,95636.56,21797.34,87.28,617277.25,113012.67,63502.48,570558.94,366846.53,152885,226620.7,186614.5,147477.7
600551,时代出版,392237.53,0,38.02,458467.44,77866.5,12371.96,212617.45,134474.95,91563.75,132718.91,274003.94,238376
600552,方兴科技,175323.63,2093.59,37.21,160798.11,91934.56,7380.99,97919.88,94106.6,24836.6,46338.65,45490.98,34581.46
600555,九龙山,165287.52,1384.47,50.31,178219.38,9923.83,49635.26,138720.84,40388.62,115280.72,30.05,9825.6,7383.78
600556,慧球科技,387.67,0,96.37,10619.86,41.97,0,10031.65,36218.37,171.08,782.81,3506.4,2440.51
600557,康缘药业,263758.59,0,37.16,217460.09,107655.92,22867.24,134665.13,52043.3,14461.73,107124.36,142733.72,37021.7
600558,大西洋,181469.55,19397.72,23.93,143664.8,46265.37,24487.75,56508.48,94696.25,38094.23,26961.24,87622.3,72665.97
600559,老白干酒,66542.65,0,71.69,159449.36,56818.3,11955.08,166574.31,16641.51,151651.17,134.25,91469.38,33800.45
600560,金自天正,71043.96,1872.04,61.78,150072.36,15153.61,2814.87,115361.92,20672.05,73135.81,30706.75,27428.11,21340.11
600561,江西长运,149955.34,24517.36,67.17,151188.16,151298.16,80776.3,270409.34,47528.23,10188.87,21142.18,137723.69,114596.47
600562,国睿科技,89557.56,0,37.37,127185.86,11428.8,2355.31,51159.45,2133.63,64240.13,30601.65,33757.1,22138.42
600563,法拉电子,175848.36,3761.31,9.73,147363.84,37364.67,6015.16,18155.96,26196.86,23912.65,33202.85,67615.93,40754.4
600565,迪马股份,592665.13,26732.75,75.04,2429598.25,12593.4,8874.41,1451727.13,237057.55,2041289.25,33124.4,239739.95,171083.22
600566,济川药业,231261.3,3565.93,31.79,169553.42,93053.5,17728.38,106799.17,98768.36,14028.95,111579.27,187271.73,28909
600567,山鹰纸业,608122.13,5629.22,67.66,703432.81,973352.81,98616.4,1064734.38,309421.59,172648.81,178522.44,428197.31,345686.22
600568,中珠控股,242229.3,20456.02,45.89,388702.06,19961.42,13682.22,154771.45,133964.22,265214.97,12654.71,32547.47,26724
600569,安阳钢铁,684105.19,71202.68,77.66,1480938.75,1307377.38,187126.05,2178706,343691.31,636510.94,82551.18,1117321.25,1051330.25
600570,恒生电子,217096.91,18467.23,26.44,129108.42,31226.83,3205.73,78095.46,11145.94,5920.58,28841.65,90840.18,8845.24
600571,信雅达,70599.9,1923,36.32,83917.81,4277.85,3391.78,41360.05,12618.46,23813.99,25877.35,39242.55,17280.81
600572,康恩贝,458307.09,42413.03,47.4,518308.44,156365.36,64442.35,342093.19,175159.69,84349.65,134446.75,221138.84,80118.63
600573,惠泉啤酒,108598.22,834.92,10.52,60391.98,52365.26,8242.48,12552.74,50606.55,16465.43,14.88,40535.09,26525.55
600575,皖江物流,353495.47,12622,48.3,313612.16,236938.47,91421.24,184088.63,251781.59,36351.48,44109.67,217461.5,195090.05
600576,万好万家,47242.01,3265.96,21.05,38302.05,7506.68,2461.83,9517.75,30513.1,32064.1,30.45,276.46,377.41
600577,精达股份,272323.69,33848.9,39.71,357790.41,91239.38,8154.9,199989.17,2283.4,54630.18,142992.09,452256.56,406983.72
600578,京能电力,1466712.5,377411.5,53.78,571029.5,2348205.5,62898.65,963637.63,358215.91,34673.7,123439.97,516816.59,369659.38
600579,天华院,69174.35,0,51.65,102458.68,22025.53,17235.98,71928.36,112410.02,29041.13,49453.6,23378.35,16900.89
600580,卧龙电气,388439.94,109075.47,63.46,787841,295658.66,73434.61,621051.19,102591.34,194026.61,284299.22,439113.41,346709.88
600581,八一钢铁,79620.21,0,96.16,528172.63,1504945.75,10274.05,1819318.38,104487.18,279612.31,17439.77,605382.88,621307.63
600582,天地科技,1298568.75,424087.91,42.64,2218273.5,363270.53,222142.27,1052439.88,381061.63,445630.16,1058346,597019.31,387667.09
600583,海油工程,2117295.5,1319.95,27.57,1194044.25,1379196.5,180920.31,570703.38,424794.06,189629.72,401068.41,693502.31,488256.16
600584,长电科技,380532.13,186114.38,60.55,827532.44,404416.47,21770.68,642175.31,193901.11,83613.5,87725.68,341199.5,264904.31
600585,海螺水泥,6778147,360053.41,32.13,2597589.25,6137169.5,706301.06,2286733.5,1068663.88,509875.5,36398.94,2422332.25,1739247.75
600586,金晶科技,385551.66,14067.63,58.4,301654.44,464870.25,52826.36,467392.09,187326.63,69228.67,36420.42,160103.19,136830.56
600587,新华医疗,318025.09,66393.5,56.09,530405.5,126172.86,46282.07,454322.59,164742.27,222750.17,170358.88,344121.84,268053.06
600588,用友网络,349634.44,50137.05,54.4,481982.44,115881.47,47581.9,446446.75,54306.75,2300.42,150451.48,151494.31,57676.96
600589,广东榕泰,203879.5,954.72,45.83,209405.55,75474.81,20476.22,95303.38,56328.07,54572.26,60962.46,51252.78,40331.05
600590,泰豪科技,216970.97,7333.71,60.79,304589.34,104620.67,30059.81,325357.13,113992.6,90978.07,116456.77,100509.55,83154.1
600592,龙溪股份,220212.52,3308.76,26.33,142901.02,55292.43,15517.26,46922.3,70283.27,35173.87,21946.14,33051.4,24792.71
600593,大连圣亚,35180.26,0,46.26,13682.38,28533.28,11181.8,15020.79,19775.53,184.8,78.1,11705.83,6557.31
600594,益佰制药,349015.31,1263.06,29.42,214400.13,54864.2,34584.71,116104.32,116435.15,29020.03,34763.76,158978.88,32086.73
600595,中孚实业,540133.81,59720.88,76.72,593352.25,935711.63,285553.53,1293640.25,309117.84,142223.52,34403.05,442237.59,408522.72
600596,新安股份,419507.56,30232.23,43.58,300626.19,350393.06,47985.15,308011.56,74429.27,93271.15,62848.53,400221.56,359720.81
600597,光明乳业,394174.09,57245.48,70.52,858623.38,415727.31,30722.26,751631.81,145648.55,179659.48,194853.38,1006106.19,648502.81
600598,北大荒,559125.06,-4927.01,37.03,413731.31,402138.38,46425.46,323387.97,242262.2,110214.2,22524.07,188796.19,68104.75
600599,熊猫金控,68848.71,268.71,21.73,46164.55,4112.99,3585.06,18268.02,50607.8,1746.05,9249.07,15488.85,6707.66
600600,青岛啤酒,1597258.75,-16521.57,48.26,1363706.13,947802.19,279855,1215618.38,407374.63,200958.48,37114.76,1606659.38,982240.5
600601,方正科技,357467.84,299.35,59.9,413433.97,307574.31,9646.46,499976.06,14491.63,101056.59,122638.27,277517.63,239246.5
600602,仪电电子,263806.59,18529.42,9.93,214626.41,16537.09,2627.23,27719.3,108228.96,23205.17,33334.95,49056.59,41524.53
600603,大洲兴业,3278.2,4690,80.02,8432.37,17958.68,5515.83,25554,54597.26,1598.39,1278.85,1762.63,1574.43
600604,市北高新,228005.41,66446.43,56.6,485558.09,15313.9,19.41,222280.41,112450.38,474647.69,1828.78,8048.41,4722.08
600605,汇通能源,49030.87,0,59.03,53228.78,32059.51,2387.66,32878.03,11662.53,1.99,19469.63,68837.06,65195.15
600606,绿地控股,4836823,1490829.38,88.21,48155152,914642.5,480951.69,31439866,927297.38,34359628,1718919.75,8598656,7403301.5
600608,*ST沪科,-3632.15,1256.7,112.38,14810.85,3601.9,650.15,20854.11,43903.6,3500.9,7172.41,8930.17,8511.25
600609,金杯汽车,26792.2,40604.9,93.15,785038.5,75040.81,35328.01,826386.06,110021.02,87360.93,120517.11,226030.67,184875.95
600610,中毅达,101145.65,0,17.36,109074.38,294.67,1.91,20753.71,22257.48,100701,1776.56,7164.25,5535.62
600611,大众交通,741666.63,51807.95,38.57,537173.94,194166.55,126843.82,431312.44,63474.32,164718.02,16402.17,109068.3,76264.06
600612,老凤祥,448002.41,68292.96,56.33,1052369.38,42562.71,13132.67,647052.81,51037.56,440740.81,51575.35,2099993.75,1944529.75
600613,神奇制药,220792.75,5579.51,14.27,159459.97,30646.36,5659.91,37488.62,105835.05,20738.85,64720.36,63431.57,14714.09
600614,鼎立股份,304801.56,13260.85,51.52,383412.88,108423.76,22829.6,318307.63,203673.48,240771.95,13775.5,87548.46,67752.4
600615,丰华股份,49849.28,85.72,21.56,57245.23,5764.39,547.07,12069.32,46003.69,16097.57,1889.96,3569.85,2683.66
600616,金枫酒业,191686.59,1756.43,17.52,155563.72,41177.35,12699.75,36041.09,52993.75,82673.97,5795.85,44153.71,22241.71
600617,国新能源,234867.91,54096.78,81.44,299236.63,387513.84,18455.35,476631.34,4699.74,6455.37,54848.81,334751.31,259153.95
600618,氯碱化工,212349.2,9471.17,62.65,197659.48,256602.63,30468.65,257061.34,168339.41,57882.55,31197.8,317090.91,286446.13
600619,海立股份,239084.34,81251.13,63.37,503545.41,287089.09,32166.1,412715.47,82421.71,93505.56,178228.44,331342.13,285743.16
600620,天宸股份,595084.25,-4276.46,23.06,50770.44,1992.74,10059.5,7724.81,574.03,3264.87,63.59,2557.06,1601.79
600621,华鑫股份,193073.5,8216.71,39.9,218412.66,13373.15,9228.08,83417.25,21753.25,137273.7,3017.37,29854.25,8396.08
600622,嘉宝集团,306314.09,32870.65,61.93,797919.19,723.12,0,361835.63,61123.8,675483.13,0,103355.42,78355.49
600623,双钱股份,298196.31,176857.13,64.67,610070.31,528119.75,47576.14,744686.81,60698.98,214996.3,174846.63,585668.63,523114.59
600624,复旦复华,103155.35,6299.85,34.54,74305.96,14357.7,6379.95,29366.53,45212.19,31509.85,6613.11,35348.84,25246.65
600626,申达股份,225751.3,20653.9,39.18,241727.47,79361.02,3627.23,154653.63,14215.2,29756.41,49359.09,335942.41,311073.78
600628,新世界,260187.16,5692.26,44.18,90324.9,272879.09,9611.82,207453.72,46352.14,17043.02,16680.75,151570.31,106363.47
600629,棱光实业,78185.3,30092.73,29.83,43172.84,57119.63,10361.92,37573.84,60131.88,9608.41,18831.13,21023.57,15329.47
600630,龙头股份,165227.45,116.05,31.4,189771.5,31826.68,3026.45,75589.81,93279.71,82830.65,25108.35,196593.06,154819.86
600633,浙报传媒,383479.66,97953.97,30.77,208736.25,53448.8,11244.4,137633.95,148057.02,5269.06,38447.65,150505.41,81295.4
600634,中技控股,241058.02,11447.37,63.58,347439.88,85924.75,18018.75,395792.94,112269.46,31167.43,57593.01,83100.99,60987.13
600635,大众公用,543386.25,96594.5,54.66,308959.44,358263.19,26415.85,455343.09,20881.46,27646.94,29969.61,256649.67,225299.77
600636,三爱富,158820.06,55693.19,58.81,297382.63,138112.81,11316.5,300576.28,8652.17,57341.15,54975.43,216526.95,196783.75
600637,东方明珠,2682358.25,0,30.52,1915897.63,283242.34,171837.11,739561.94,1453655.13,257313.5,263142.63,1100232.25,805631.63
600638,新黄浦,354456.5,31489.99,61.83,771166.56,1068.8,1.29,428392.75,102758.4,583198.75,2127.5,63161.46,51123.2
600639,浦东金桥,820094.69,47631.84,44.93,278130.97,60521.05,19058.1,336589.81,80870.55,213276.55,8586.01,74782.3,26245.36
600640,号百控股,254301.8,51280.93,17.08,254272.67,75466.57,11262.36,62630.55,135762.31,6914.63,28864.65,154562.56,136816.34
600641,万业企业,364978.66,20504.21,42.47,646169.75,292.03,71.05,206168.5,19126.48,586988.19,320.96,97949.31,62178.55
600642,申能股份,2368952.25,667592.94,33.57,920304.88,1735819.63,401.98,1075153.5,322404.03,60160.73,112312.26,1545549.38,1397796.25
600643,爱建股份,551110.69,1040.93,44.23,347205.28,3097.09,2337.07,234569.3,255416.84,7895.88,13553.32,16953.78,7334.46
600644,*ST乐电,93174.56,9588.61,60.39,59909.71,114645.55,17197.07,70138.75,137333.34,8189.32,3851.87,77243.5,56324.93
600645,中源协和,159587.94,12793.96,41.45,151388.63,24289.24,6578.62,116002.05,105683.97,5092.4,10974.32,33172.43,9873.7
600647,同达创业,27097.48,3517.23,45.54,42374.85,2093.26,26.62,25474.4,68.08,8147.77,976.52,6499.12,4190.75
600648,外高桥,896325.13,36203.48,66.55,1595766.75,153652.72,9076.42,1526206.75,390237.25,1050130.75,19920.46,352340.06,253149.41
600649,城投控股,1984425.25,40023.96,54.26,2513257.5,28031.26,264454.5,1204186.75,411148.13,1844775.63,39342.46,269012.91,180578.69
600650,锦江投资,386153.5,31974.2,25.91,128197.11,99083,30034.81,86578.5,39486.9,10543.03,9823.96,106393.75,84415.71
600651,飞乐音响,300240.75,11346.51,49.84,317041.59,83714.13,14276.11,300052.31,144155.88,101638.09,131158.8,147380.09,112279.82
600652,游久游戏,204961.91,66292.03,37.5,89748.56,65078.83,103218.15,159070.75,89066.07,160.41,22977.67,92469.13,56479.05
600653,申华控股,187421.81,0,75.57,362657.28,139146.61,15082.24,436850.75,3940.86,110174.4,25608,299012.16,292377.78
600654,中安消,289943.47,0,39.4,333062.41,11971.32,4767.73,168919.06,111535.17,4467.27,118781.92,67613.03,44908.34
600655,豫园商城,772270.81,51637.6,43.87,688810.44,91006.36,6519.76,439585.59,87243.43,394229.19,26558.95,951154.31,846562.63
600657,信达地产,802242.31,41809.96,80.15,4003103.25,7873.56,249.15,1748536.25,162829.42,3164106.75,50436.6,216327.02,146683.27
600658,电子城,292584.44,1343.14,31.7,337883.34,3645.06,5.77,131355.31,68017.85,122711.46,6729.02,16522.88,8598.2
600660,福耀玻璃,1502170.75,694.28,35.31,1227713,698099.75,99538.55,704854.5,622001.75,235158.55,237625.97,659132.56,378227.59
600661,新南洋,83113.68,7059.6,46.82,77370.31,30990.55,6396.81,78623.67,25417.15,10227.78,5888.75,52338.05,32114.73
600662,强生控股,319456.53,12094.73,48.34,264434.69,203471.94,130270,303839.59,76844.05,148870.73,18556.78,204166.98,170184.52
600663,陆家嘴,1203134.75,309833.25,68.97,1646711.5,46207.23,136.28,2281971,3889.81,1248705.88,8059.72,250534.3,107451.2
600664,哈药股份,861333.19,55498.75,41.66,1014917.63,443783.94,43078.8,583326.38,98945.45,267995.44,280074.84,914117.88,686995.69
600665,天地源,247870.05,3041.43,83.09,1417460.75,11668.28,279.17,732100.81,20109.34,1077897.75,1864.8,31611.02,25064.73
600666,奥瑞德,192395.47,235.08,46.42,221302.3,102356.2,12835.01,116216.86,78005.32,52315.07,42477.55,56509.38,35401.75
