city,state,population,5_years_or_less,5-9_years,10-14_years,15-19_years,20-24_years,25-34_years,35-44_years,45-54_years,55-59_years,60-64_years,65-74_years,75-84_years,85_years_or_more,households,"$9,999_or_less","$10,000-$14,999","$15,000-$24,999","$25,000-$34,999","$35,000-$49,999","$50,000-$64,999","$65,000-$74,999","$75,000-$99,999","$100,000_or_more",median_household_income,mean_household_income
South Haven,MI,5802,346,340,338,266,399,486,422,747,424,627,778,420,209,2719,0.1,4.7,14.1,19.8,19.5,10.3,7.3,11.2,13.0,23750,23750
South Hill,VA,4969,269,350,337,365,130,763,517,659,340,338,529,228,144,2428,2.5,13.8,18.5,20.1,22.3,9.8,1.1,3.5,8.3,24235,24235
South Lake Tahoe,CA,28960,1719,1644,1245,1764,2155,4167,4144,3965,2413,2447,2183,848,266,16671,1.6,4.0,16.2,20.0,19.8,14.9,5.7,9.8,7.8,25241,25241
South Lyon--Howell,MI,122333,6519,7227,9191,8159,6263,13846,15965,20259,9298,7628,10188,5752,2038,66321,1.9,2.7,8.8,11.6,18.0,14.7,7.6,16.5,18.3,36446,36446
Southold,NY,10524,364,509,290,630,413,816,975,1413,879,1031,1406,1074,724,5066,0.7,1.8,12.1,10.9,15.2,12.0,5.4,12.2,29.8,39058,39058
South Paris,ME,4862,316,359,189,270,66,740,547,626,443,390,423,307,186,2116,1.1,4.2,23.7,32.7,18.9,9.2,2.3,3.7,4.3,23875,23875
South Pittsburg,TN,5114,383,242,372,373,284,553,582,667,495,342,377,267,177,2228,1.9,4.6,16.0,26.9,21.5,14.3,5.6,8.6,0.6,29063,29063
South Vacherie,LA,2582,167,120,163,109,127,400,262,377,220,198,302,137,0,1469,1.0,3.9,12.8,9.1,25.3,18.5,6.7,14.8,7.9,38866,38866
Sparta,GA,3847,126,58,147,212,404,725,621,653,244,261,218,122,56,787,3.8,7.5,42.5,22.6,12.1,7.8,1.0,2.8,0.0,19702,19702
Sparta,IL,3976,145,132,144,301,359,523,503,503,416,205,405,195,145,1883,2.6,0.9,21.5,22.3,24.7,12.4,0.6,2.4,12.6,26431,26431
Sparta,MI,4125,305,194,349,297,234,627,572,538,289,166,213,198,143,2063,0.7,0.7,16.2,30.5,30.5,12.1,4.6,4.6,0.0,28778,28778
Sparta,TN,5692,244,268,447,215,538,507,649,918,391,277,629,462,147,2385,0.5,14.0,23.7,29.0,9.9,10.0,3.9,7.3,1.8,19018,19018
Sparta,WI,9937,731,644,538,440,617,1710,1151,1265,607,650,926,500,158,5356,2.7,2.4,17.9,25.2,25.7,12.6,5.1,3.9,4.6,26518,26518
Spartanburg,SC,186896,12162,13229,11565,13076,14296,24127,23166,25761,11647,10518,15080,8796,3473,91658,2.1,4.7,17.0,19.8,23.1,15.0,5.3,6.7,6.3,26392,26392
Spearfish,SD,11620,500,657,612,1061,1475,1706,1169,1101,665,753,840,559,522,7073,2.8,4.7,26.1,21.2,18.6,10.0,3.6,7.7,5.4,21152,21152
Spearman,TX,3291,186,253,262,232,137,406,402,482,242,135,275,215,64,1710,3.2,11.1,11.8,21.6,19.7,15.6,5.3,4.6,7.1,27092,27092
Spencer,IA,11000,762,771,689,501,625,1249,1339,1429,764,707,895,682,587,6115,1.7,3.7,13.5,25.8,30.7,11.6,4.2,6.0,2.8,30628,30628
Spencer,WV,2786,128,136,195,141,115,253,259,453,265,268,311,179,83,1065,2.8,7.6,24.4,28.1,13.5,11.1,7.6,2.3,2.6,19010,19010
Spirit Lake,IA,10796,578,618,580,438,528,1117,1208,1414,821,1005,1275,826,388,6341,2.8,3.4,17.8,21.6,20.7,15.4,2.9,5.8,9.6,27126,27126
Spokane,WA,397565,26191,25502,24578,24885,31102,59695,48662,50924,25978,24036,31234,16803,7975,202854,1.7,3.1,14.0,19.3,23.1,15.8,6.1,8.8,8.3,28541,28541
Spooner,WI,2489,106,170,150,108,135,334,218,329,110,162,294,246,127,1175,2.6,9.3,14.8,36.5,23.0,3.9,3.3,4.3,2.3,23487,23487
Spout Springs,NC,17528,2249,2323,1705,896,1043,3626,2703,1374,523,365,355,313,53,6919,1.3,4.6,14.0,14.3,24.6,15.6,7.1,12.4,6.1,36163,36163
Spring Creek North,NV,3224,250,227,231,156,163,661,366,447,266,271,132,54,0,1989,2.7,0.0,15.3,4.6,27.0,10.5,8.6,10.8,20.4,42325,42325
Spring Creek South,NV,4469,201,260,453,444,438,596,640,679,286,179,225,54,14,2565,6.5,6.5,1.9,0.7,26.3,11.7,8.5,21.1,16.8,40195,40195
Springfield,GA,4051,209,458,290,450,231,689,477,573,98,134,253,120,69,1555,2.5,18.1,9.8,27.4,17.1,10.0,3.1,8.5,3.5,25708,25708
Springfield,IL,162923,10379,10440,10611,10206,10528,21582,19947,21998,11634,10919,13269,7482,3928,86530,1.5,3.1,13.8,16.5,20.1,15.2,7.6,11.9,10.4,31294,31294
Springfield,MA,625944,33532,33896,38277,53332,60585,78552,72191,85658,41737,36333,48087,27922,15842,333557,1.5,1.9,9.6,15.5,22.7,18.5,8.3,11.3,10.6,30402,30402
Springfield,MO,282097,17963,17907,15648,18364,31151,42169,33272,33422,15454,15320,21938,12865,6624,153356,2.6,5.0,19.5,21.4,22.7,12.0,5.0,5.8,6.0,23577,23577
Springfield,OH,84107,5366,5276,5783,5536,5676,10347,9639,10464,5854,5663,7618,4582,2303,39589,2.1,4.1,17.9,22.2,24.3,15.1,5.1,5.2,4.0,24910,24910
Springfield,TN,17384,1301,1484,1069,1110,1117,2726,2321,2103,1093,818,1059,751,432,8213,2.0,5.2,17.5,27.1,23.5,13.2,3.8,4.7,3.0,26638,26638
Springfield,VT,4584,335,369,330,210,141,534,439,633,338,292,366,369,228,2121,5.6,7.9,9.4,22.9,30.7,12.8,4.1,4.3,2.3,32640,32640
Spring Hill,FL,149073,6569,8024,8127,8432,7318,14022,15526,19225,9932,10124,22026,13904,5844,55679,2.8,4.5,17.3,23.5,25.9,12.6,4.4,4.9,4.2,25088,25088
Spring Hill,KS,5961,506,505,595,475,197,1197,912,627,161,177,345,104,160,3213,1.6,1.9,9.4,23.9,26.9,17.2,4.6,7.3,7.3,35336,35336
Springhill,LA,5516,198,435,280,303,427,747,497,849,525,218,567,300,170,2055,6.6,10.5,26.7,25.6,16.7,4.5,4.4,3.2,1.7,16987,16987
Spring Hill,TN,35111,2898,3510,3863,2268,1284,4853,6591,4865,1469,988,1873,475,174,17918,1.7,1.4,10.2,13.2,21.0,17.0,8.4,15.9,11.2,40953,40953
Springs,NY,11542,385,721,702,600,205,1166,1363,2056,1047,868,1369,874,186,6096,2.0,0.9,6.9,8.2,27.4,14.6,8.4,7.7,23.9,40196,40196
Springtown,TX,2558,148,110,190,208,142,220,370,377,198,138,328,104,25,1240,0.9,1.1,20.2,17.9,19.3,11.2,7.9,10.3,11.2,32926,32926
Springville,AL,3343,254,291,387,123,111,469,705,351,115,31,201,281,24,1962,0.0,0.7,11.0,10.8,10.8,14.9,15.4,29.2,7.1,37760,37760
Springville,NY,3912,280,152,237,210,171,466,412,743,207,221,266,265,282,1936,2.5,2.9,15.5,17.3,21.2,22.7,4.4,7.8,5.6,28547,28547
Spruce Pine,NC,4764,278,202,184,178,253,1010,741,813,413,179,256,160,97,1481,3.2,8.6,17.7,24.8,24.4,7.1,5.3,4.4,4.5,19266,19266
Stafford Springs,CT,5736,290,452,324,432,671,361,846,772,456,383,466,166,117,3378,1.1,4.7,13.1,17.3,26.2,15.0,4.4,12.6,5.6,29432,29432
Stamford,TX,2894,160,179,323,190,37,224,344,519,171,148,226,213,160,1298,4.9,16.5,12.9,20.2,23.8,10.2,3.9,0.0,7.5,25658,25658
Stanford,KY,4078,424,197,159,249,388,449,465,482,248,377,278,232,130,1602,4.0,7.8,14.6,18.9,31.6,15.7,3.1,0.8,3.5,18667,18667
Stanley,WI,3513,162,179,136,125,188,776,673,520,188,145,216,96,109,2016,13.0,8.5,22.2,20.6,17.6,10.6,5.1,1.1,1.3,12364,12364
Stansbury Park,UT,10369,1015,1494,1435,787,343,1267,1945,917,241,362,342,168,53,4621,1.6,2.2,12.4,7.6,19.5,26.0,10.2,10.3,10.2,39446,39446
Stanton,KY,4211,301,276,206,184,311,558,524,544,244,270,413,299,81,1447,3.9,7.8,24.9,22.1,23.1,10.6,3.9,2.5,1.1,18734,18734
Stanwood,WA,6578,756,648,492,344,244,988,842,764,263,311,396,289,241,2983,1.0,2.9,13.3,9.2,23.4,23.7,5.3,12.2,9.2,34883,34883
Staples,MN,2721,218,157,206,195,227,280,310,368,139,60,281,145,135,1209,1.7,0.7,21.7,33.8,24.5,6.9,2.2,3.9,4.7,22733,22733
Star,ID,6768,730,645,650,409,101,955,1331,924,213,207,419,148,36,3079,0.0,1.8,10.5,16.7,25.4,25.1,5.7,12.2,2.6,31081,31081
Starke,FL,5946,486,451,357,299,365,810,530,676,453,300,617,362,240,2610,6.9,6.9,15.1,11.3,23.7,25.4,0.0,4.1,6.7,21992,21992
Starkville,MS,32053,1426,1495,1226,4423,9821,4321,2495,2177,973,1148,1356,894,298,17811,4.7,5.7,18.4,23.4,17.2,10.4,3.8,6.0,10.4,11231,11231
State College,PA,88983,2911,3033,2183,12933,26039,12711,7397,7374,3458,2968,4225,2693,1058,56220,1.9,4.3,15.5,15.3,17.9,11.1,7.1,11.0,16.0,13336,13336
Statesboro,GA,38018,1718,1390,1701,6532,10802,4729,2769,2943,1306,995,1663,1045,425,21014,4.5,11.1,23.7,21.2,13.3,9.4,6.7,6.2,4.0,10389,10389
Staunton,IL,5862,262,229,353,383,274,728,500,1042,593,252,575,465,206,2671,0.3,2.7,10.8,20.5,20.3,22.5,11.5,9.7,1.6,32891,32891
Staunton--Waynesboro,VA,55539,3207,3760,2727,3668,3667,7114,7002,7346,3886,2894,5402,3489,1377,28658,2.2,3.8,16.9,20.4,27.1,12.6,4.4,6.8,5.9,26998,26998
Stayton,OR,10560,603,954,706,968,514,1210,1389,1226,715,511,902,517,345,4868,1.1,3.6,18.4,23.3,18.8,13.2,8.7,8.2,4.6,25585,25585
Steamboat Springs,CO,13171,642,842,568,857,1017,2199,2219,1970,965,753,722,348,69,8864,1.7,1.7,13.1,19.7,27.4,16.8,3.8,4.3,11.5,28756,28756
Steeleville,IL,3196,244,140,256,163,109,396,462,456,208,159,285,245,73,1512,1.4,6.6,22.6,21.8,15.1,16.1,5.9,7.0,3.4,26123,26123
Stephenville,TX,18537,1085,1045,705,2393,4443,2211,1853,1372,634,688,953,792,363,10547,7.1,7.4,25.8,18.9,18.8,9.0,4.1,5.6,3.5,15209,15209
Sterling,CO,15566,918,935,600,1276,1814,2033,2113,1622,876,974,1061,817,527,8992,4.9,4.2,14.8,17.6,29.6,14.3,3.6,3.6,7.3,20721,20721
Sterling,IL,28358,1873,1786,1981,1818,1768,3328,3376,3575,1934,1712,2518,1696,993,13954,2.3,4.5,21.6,20.5,24.6,12.3,4.8,5.1,4.3,25008,25008
Stevens Point,WI,44473,2236,2003,2547,4291,6916,6036,4246,5222,2494,2435,3267,1842,938,27170,2.7,4.8,13.4,18.3,23.0,17.2,6.3,7.3,7.1,19776,19776
Stewartstown,PA,4383,268,284,272,173,388,521,414,736,338,342,371,206,70,2557,0.6,3.1,10.5,16.3,20.2,15.3,3.4,16.1,14.5,38578,38578
Stewartville,MN,6009,546,664,373,371,155,701,974,619,548,262,426,228,142,3363,3.1,2.8,5.4,20.6,30.4,19.3,5.5,7.5,5.4,35811,35811
Stigler,OK,2774,259,182,167,113,212,346,328,343,151,167,239,165,102,1241,3.2,13.0,18.3,25.3,13.8,11.6,6.2,5.4,3.3,22730,22730
Stillwater,OK,46133,2441,2005,2003,5918,12861,6841,3415,3557,1611,1582,2076,1051,772,28033,5.1,6.8,17.8,18.1,21.1,11.4,3.6,6.1,10.0,13342,13342
Stilwell,OK,3766,361,319,243,179,266,650,514,393,176,154,224,224,63,1655,4.3,11.4,39.2,23.6,14.3,6.5,0.7,0.0,0.0,20744,20744
Stockton,CA,380492,29922,31168,31024,30223,30412,54899,46232,44923,21865,17677,24132,11887,6128,164670,2.0,4.5,17.4,18.9,20.7,13.9,6.7,8.4,7.6,24414,24414
Storm Lake,IA,11442,956,902,797,953,1199,1413,1255,1462,479,590,640,379,417,6627,2.2,5.3,22.3,32.7,21.0,7.6,2.4,2.6,3.9,21872,21872
Story City,IA,3365,202,133,229,206,257,347,249,457,192,223,223,360,287,1829,0.5,2.9,15.6,10.2,35.4,12.9,8.0,6.2,8.3,32134,32134
Strasburg,VA,6833,468,302,484,421,469,1105,870,988,350,251,722,323,80,3749,2.6,2.6,13.6,26.7,23.4,13.7,4.9,10.4,2.0,31764,31764
Strawberry Plains,TN,5085,294,489,459,378,259,650,846,644,197,139,453,240,37,2248,7.7,3.9,22.3,25.2,19.8,9.0,4.0,6.7,1.3,24111,24111
Streator,IL,17418,993,1134,1265,1078,1196,1931,1880,2332,1279,919,1678,993,740,8401,1.7,3.6,18.5,18.3,24.2,17.9,7.4,5.6,2.7,24094,24094
Stuarts Draft,VA,7596,546,559,490,383,481,987,1053,968,687,554,615,216,57,4645,3.8,4.3,14.7,19.7,29.5,17.7,4.2,4.2,1.9,28622,28622
Sturgeon Bay,WI,8481,457,357,554,259,354,1178,861,1203,588,835,928,540,367,4893,2.5,1.9,16.1,22.8,26.7,14.8,3.9,6.5,4.7,26122,26122
Sturgis,MI,13213,1091,1119,1187,915,1018,1523,1781,1778,518,670,841,418,354,5693,1.3,4.5,21.4,23.6,22.8,11.2,4.9,4.9,5.3,26343,26343
Sturgis,SD,6616,448,541,409,394,360,782,740,795,554,415,505,414,259,3537,1.3,6.5,21.9,23.8,20.1,14.2,2.4,7.8,2.1,26274,26274
Stuttgart,AR,9044,779,642,606,607,574,1128,899,1205,501,666,806,428,203,4592,3.1,5.1,23.9,23.5,19.8,8.7,3.1,3.2,9.6,25466,25466
Sugarmill Woods,FL,9935,254,227,240,216,246,293,540,685,931,1086,2844,1938,435,2892,3.9,3.9,19.5,20.3,13.7,23.8,4.9,5.7,4.4,21088,21088
Sullivan,IL,4623,254,233,260,325,358,499,510,559,337,257,428,410,193,2351,1.1,7.9,19.0,29.0,20.8,10.3,1.2,6.9,3.8,23329,23329
Sullivan,IN,4657,280,347,271,207,288,778,451,749,335,164,328,313,146,2016,2.9,14.1,15.2,17.2,24.7,12.3,1.3,11.2,1.1,22008,22008
Sullivan,MO,9151,867,718,482,598,766,1330,1154,998,557,454,522,508,197,4137,1.7,2.1,30.8,26.6,18.5,9.3,4.2,4.4,2.5,21449,21449
Sullivan City,TX,5721,707,425,420,668,501,580,796,791,120,192,356,131,34,1982,5.6,11.5,40.6,16.8,14.7,6.5,1.6,0.0,2.8,16141,16141
Sulphur,OK,4881,326,320,248,322,423,761,521,515,312,313,458,228,134,2234,2.3,8.3,19.8,33.2,17.7,8.7,7.5,1.8,0.6,27126,27126
Sulphur Springs,TX,14832,1340,884,1111,1025,1056,2153,1638,1853,999,661,1137,761,214,6899,3.0,10.0,20.7,19.0,19.3,13.8,5.6,4.4,4.2,23961,23961
Sultan,WA,8057,494,574,532,579,604,1043,1365,1158,585,536,443,121,23,4370,0.5,4.5,10.6,17.8,22.9,16.4,7.4,15.7,4.1,31523,31523
Sumiton,AL,4313,259,383,338,312,196,439,775,389,243,323,431,170,55,1813,1.5,0.8,18.5,12.1,29.9,8.6,4.5,16.2,7.9,27604,27604
Summersville,WV,3219,183,101,69,227,125,495,329,508,343,300,362,119,58,1542,10.7,0.0,15.1,25.3,15.8,16.6,2.9,1.5,12.1,25098,25098
Summerville,GA,11093,732,660,624,561,988,1611,1510,1558,675,470,858,623,223,3607,2.8,3.4,28.5,32.2,20.2,6.4,1.7,1.3,3.4,24429,24429
Summit Park,UT,5962,329,491,497,576,188,543,818,1207,503,301,361,137,11,3513,1.0,4.2,2.6,5.3,12.6,15.4,6.8,11.7,40.4,50127,50127
Sumter,SC,73972,5596,6082,4924,4726,6177,10501,8417,9542,3916,4009,5605,3162,1315,33848,1.9,4.5,22.5,20.5,21.0,13.8,5.0,6.1,4.6,27086,27086
Sunbury,PA,29557,1497,1612,1453,1973,2599,3736,3390,3709,2017,1884,2827,1899,961,15623,1.7,5.2,19.3,22.2,21.8,14.8,5.6,5.8,3.6,23184,23184
Sun City Hilton Head,SC,13797,155,255,138,303,492,699,589,223,643,1462,5435,2516,887,3895,3.1,3.0,32.7,14.5,12.4,1.2,9.9,14.9,8.2,17389,17389
Sunnyside,WA,18096,2530,1839,1532,1688,1604,2666,1845,1586,679,647,787,441,252,8230,2.4,7.3,34.1,24.9,13.1,8.4,1.2,2.3,6.3,17892,17892
Sunrise Shores,TX,3481,131,188,288,216,121,300,387,737,239,283,433,111,47,1480,1.6,2.5,21.9,22.9,11.0,28.3,9.3,1.4,1.2,30464,30464
Sunset,LA,3344,343,188,243,224,292,367,283,426,254,217,364,102,41,1413,2.6,6.7,17.4,16.5,22.5,15.5,5.8,8.5,4.4,32080,32080
Superior,AZ,2883,111,214,217,150,192,326,321,428,261,154,225,203,81,1216,0.8,4.8,16.9,17.1,26.5,17.5,6.6,8.0,1.9,28661,28661
Susanville,CA,7595,538,406,471,574,523,959,1090,1012,562,365,549,342,204,4428,1.7,3.4,7.1,11.7,19.8,14.3,14.9,15.3,11.8,38179,38179
Susquehanna Depot,PA,2485,179,175,163,128,136,282,359,259,229,152,245,112,66,1096,1.2,6.4,19.0,34.2,15.8,16.0,2.6,3.0,1.8,21131,21131
Sutherlin,OR,8346,698,579,587,342,318,1018,772,1132,663,515,795,736,191,3555,1.5,6.3,17.2,18.6,26.1,14.0,5.7,9.5,1.0,20345,20345
Swainsboro,GA,8169,766,522,800,705,641,1111,980,840,348,437,548,261,210,3250,4.0,6.2,25.6,30.0,16.6,10.2,0.7,3.3,3.5,16695,16695
Swansboro,NC,15381,1408,807,923,711,1724,3079,1736,2021,756,685,811,589,131,8496,2.0,4.3,15.1,15.1,27.3,24.0,4.1,5.5,2.6,31304,31304
Swanton,VT,3405,247,260,216,118,269,273,411,518,225,184,349,256,79,1666,4.4,5.2,16.1,18.8,22.7,16.3,6.9,7.9,1.6,27895,27895
Sweeny,TX,3694,306,410,281,257,391,410,318,400,173,251,212,187,98,1564,2.5,8.0,15.3,16.5,25.6,10.9,8.0,4.4,8.9,34009,34009
Sweet Home,OR,10115,791,789,866,728,716,726,1339,1161,639,500,1183,471,206,3686,3.3,4.2,22.3,16.5,21.2,19.0,7.2,3.7,2.6,21422,21422
Sweetwater,TN,5207,267,266,225,399,186,640,501,817,446,460,435,386,179,2179,0.0,12.5,14.1,13.7,29.5,12.3,1.6,6.0,10.3,24435,24435
Sweetwater,TX,9957,762,879,679,537,756,1189,1208,1203,611,587,850,430,266,4520,0.7,7.7,28.0,21.6,19.6,6.8,4.5,7.0,4.2,22136,22136
Sylacauga,AL,17552,1257,1155,1383,1012,1136,2361,2138,1981,1232,1020,1757,777,343,7557,2.5,6.2,23.7,21.4,20.0,9.8,3.6,7.8,5.0,22013,22013
Sylvan Beach,NY,3358,108,147,79,198,165,336,254,734,270,313,409,205,140,1886,0.0,5.6,15.9,18.0,19.5,15.6,2.2,15.5,7.7,31607,31607
Sylvania,GA,2824,366,118,146,194,321,360,290,195,171,168,296,137,62,1042,3.9,1.1,26.2,13.3,23.9,19.6,6.6,0.7,4.7,21424,21424
Sylvester,GA,6761,600,546,486,486,494,982,886,757,238,357,576,222,131,2947,7.5,11.4,18.4,17.8,15.6,12.0,7.3,9.4,0.6,21096,21096
Syracuse,IN,7121,585,490,367,395,412,884,862,879,713,383,747,354,50,3790,2.2,4.3,8.5,17.3,27.2,12.3,4.5,9.6,14.1,31250,31250
Syracuse,NY,412049,24721,24546,26116,31859,31470,55060,47836,58223,27993,23863,30856,18702,10804,215764,1.8,2.5,11.1,17.4,22.3,17.3,6.9,10.3,10.3,32041,32041
Tabor City,NC,3676,115,211,180,137,266,656,760,456,218,162,215,237,63,2008,2.6,15.1,31.7,24.3,10.1,7.4,1.3,3.2,4.2,12942,12942
Taft,CA,15893,1707,1207,1268,1260,1658,2227,1688,1716,684,870,902,480,226,6715,1.8,6.2,15.1,16.9,12.7,19.9,7.6,12.1,7.7,22226,22226
Taft,TX,4286,318,257,307,442,363,360,495,552,344,147,460,174,67,1998,4.6,8.6,21.9,25.3,14.6,5.6,8.1,8.9,2.4,19628,19628
Tahlequah,OK,19462,1483,1361,1146,1775,3198,2735,1759,1884,928,571,1412,678,532,8871,3.5,4.6,29.7,19.7,19.8,12.3,1.9,4.4,4.1,19662,19662
Tahoka,TX,2374,202,271,165,182,96,284,196,372,130,95,226,110,45,1291,5.7,4.2,23.6,21.4,19.1,14.0,1.8,7.0,3.2,24526,24526
Talladega,AL,13027,808,621,781,887,1080,1872,1485,1900,787,961,989,548,308,5705,7.2,6.2,32.0,20.2,10.4,9.2,8.4,3.7,2.5,17882,17882
Tallahassee,FL,247565,13170,13015,12554,23996,45866,36861,25877,26286,12942,11884,14564,7248,3302,140539,2.6,4.2,14.2,18.4,22.9,13.4,6.4,8.1,9.8,25224,25224
Tallassee,AL,4445,404,310,237,353,296,821,429,333,261,193,468,276,64,1762,2.7,16.4,14.8,30.0,19.9,10.8,2.8,2.5,0.0,24207,24207
Tallulah,LA,8524,689,595,611,626,575,1409,978,967,535,428,608,378,125,3455,4.7,17.7,23.8,23.0,15.2,4.1,3.7,3.7,4.2,18527,18527
Tama,IA,4641,298,293,433,403,229,568,568,561,217,251,356,293,171,2179,2.4,3.2,19.0,24.1,23.8,18.1,4.5,2.2,2.9,25846,25846
Tamaqua,PA,14645,963,989,877,726,743,2138,1741,1991,1135,890,1211,868,373,6906,1.7,5.0,15.0,22.1,28.4,12.7,7.7,4.8,2.7,24916,24916
Tampa--St. Petersburg,FL,2542062,142259,145394,149257,150555,159141,330316,326045,366792,176244,157475,235664,138311,64609,1254288,1.8,4.0,15.0,19.0,21.7,14.0,5.7,8.4,10.5,30641,30641
Taneytown,MD,6392,474,373,392,611,228,935,708,921,371,317,663,334,65,3329,1.3,0.7,11.2,13.0,24.7,22.2,11.7,9.0,6.3,37038,37038
Taos,NM,14734,856,766,1165,774,730,1541,1995,1852,946,1028,1673,781,627,7073,3.7,7.2,24.8,18.9,18.6,10.5,4.7,6.3,5.3,21253,21253
Tappahannock,VA,2317,112,138,131,180,170,202,254,363,160,209,175,163,60,1140,7.1,11.1,29.0,15.1,23.4,8.3,3.1,2.4,0.4,21096,21096
Tarboro,NC,13653,902,851,809,671,976,1879,1075,1839,1120,818,1209,998,506,5705,0.4,3.7,23.1,28.5,22.0,11.8,2.8,4.2,3.4,26427,26427
Taylor,TX,15305,804,1301,1192,1049,1148,2002,2192,1983,792,917,1163,554,208,7877,2.1,5.3,17.8,22.8,24.4,12.8,4.6,4.9,5.3,26273,26273
Taylorsville,NC,5633,147,296,252,395,556,684,846,749,405,247,496,433,127,1969,5.6,1.2,21.8,32.9,20.2,8.6,4.0,4.8,1.0,24067,24067
Taylorville,IL,13898,766,646,882,686,939,1678,1965,2175,830,842,1304,710,475,6887,1.1,3.8,16.7,27.1,19.6,14.9,6.1,5.3,5.5,28038,28038
Tazewell,VA,4764,319,357,240,374,192,450,393,759,282,307,577,333,181,1845,5.0,1.3,13.6,24.3,20.8,15.8,5.7,7.5,6.0,30214,30214
Tea,SD,4355,406,461,446,332,261,865,801,522,124,45,67,25,0,2593,0.5,0.8,5.8,27.3,30.1,17.7,5.9,4.7,7.2,36396,36396
Teague,TX,3507,267,298,259,326,93,580,343,395,94,223,255,302,72,1607,2.0,4.7,11.6,25.1,12.6,8.0,9.9,10.6,15.4,30964,30964
Tehachapi--Golden Hills,CA,16198,1298,1262,1380,1347,827,1919,1960,2257,891,762,1343,737,215,7445,2.1,2.9,13.1,14.2,12.6,16.6,12.4,13.1,13.0,29556,29556
Tell City,IN,9414,597,546,766,586,689,1074,977,1258,568,657,791,531,374,4590,1.5,6.5,18.4,23.2,23.4,12.0,4.4,7.6,3.1,27121,27121
Temple,TX,95940,7601,7211,6638,6467,7710,14177,11265,10910,5851,4922,6981,3833,2374,46181,1.8,4.2,15.7,18.8,25.3,14.9,4.9,6.9,7.4,31096,31096
Terra Bella,CA,2673,213,278,310,318,231,342,227,285,119,172,133,45,0,1264,9.0,17.2,37.8,19.7,8.6,7.7,0.0,0.0,0.0,9397,9397
Terre Haute,IN,93769,5921,5705,5036,7783,10651,12967,11402,11274,5661,4825,6715,3504,2325,46586,3.3,5.6,19.1,22.0,21.3,12.9,5.0,4.9,5.8,20283,20283
Terrell,TX,15534,1355,1131,1153,1019,1244,1832,2156,1791,927,886,1122,550,368,7154,2.8,7.7,19.6,19.7,24.7,12.3,5.0,5.0,3.2,22951,22951
Texarkana--Texarkana,TX,79360,6047,5635,5481,5148,5181,11550,10250,10136,4660,4448,5730,3464,1630,36891,3.0,5.4,20.8,20.3,19.2,13.5,5.6,5.8,6.3,25708,25708
Texas City,TX,111928,7779,8101,8432,7227,7401,13923,13668,14544,7917,7590,8760,4742,1844,54287,2.5,4.4,15.9,15.4,19.8,17.6,5.0,9.7,9.7,28171,28171
Thayer,MO,3101,230,200,220,188,232,345,301,396,224,179,360,148,78,1282,4.9,2.4,25.2,24.8,14.5,10.9,14.7,1.3,1.3,17937,17937
The Dalles,OR,17972,1287,1015,1298,1295,937,2024,1953,2158,1411,1139,1733,1092,630,8373,4.4,5.9,14.9,23.4,21.9,14.0,5.1,6.2,4.1,24416,24416
Thermopolis,WY,3158,185,112,231,218,94,361,266,396,173,322,388,321,91,1635,8.8,4.6,20.4,19.0,19.3,11.3,4.1,8.8,3.5,24978,24978
Thief River Falls,MN,8987,536,491,565,592,713,1337,1027,1083,454,583,803,463,340,5195,4.2,8.6,15.3,27.6,20.2,10.2,3.9,5.7,4.3,26440,26440
Thomaston,GA,14802,1244,865,942,1149,1057,1808,1617,1886,1197,565,1299,866,307,5861,6.3,9.2,27.9,23.1,20.5,7.3,4.0,1.1,0.6,19597,19597
Thomasville,AL,3352,149,221,117,112,128,297,377,557,361,232,391,245,165,1446,2.2,7.6,25.5,19.1,19.1,7.7,8.1,8.1,2.5,29226,29226
Thomasville,GA,25790,1640,1895,1918,1717,1579,3140,3285,3286,1618,1681,2264,1347,420,10461,3.7,6.8,22.6,16.2,23.7,14.1,4.8,4.7,3.2,22326,22326
Thomson,GA,8618,802,757,548,682,686,1107,783,1166,569,317,638,435,128,2903,6.9,5.7,38.2,15.6,17.0,11.8,1.6,2.2,0.9,20477,20477
Thousand Oaks,CA,220357,10340,13440,16090,17696,13208,22693,26635,37153,17182,13810,18820,8854,4436,118471,1.5,2.3,6.6,9.4,12.2,11.7,6.0,15.2,35.0,44248,44248
Three Rivers,MI,10651,752,795,794,751,682,1725,1275,1211,628,544,665,496,333,4944,3.8,4.5,19.9,19.7,24.8,14.0,4.5,6.8,2.1,25755,25755
Thurmont,MD,7041,325,352,705,538,350,843,928,1161,444,404,573,294,124,3851,0.9,0.8,10.8,15.3,18.8,18.4,13.8,7.9,13.4,35442,35442
Ticonderoga,NY,2551,239,139,107,78,221,320,129,426,158,317,281,55,81,1439,0.0,8.4,26.7,16.3,11.5,13.3,11.3,6.0,6.5,22682,22682
Tiffin,OH,19552,993,1049,1255,1991,2312,2109,1934,2142,1267,1223,1546,1037,694,10156,4.2,3.4,19.4,23.8,22.8,14.9,4.6,3.5,3.4,20525,20525
Tifton,GA,22682,1844,1684,1977,1398,1789,3191,2968,2167,1552,969,1739,910,494,9842,4.5,6.9,23.7,20.5,19.0,11.5,5.2,3.3,5.6,21294,21294
Tillamook,OR,7982,519,512,504,454,453,1148,983,1079,431,626,685,507,81,3575,4.3,6.9,12.4,19.9,23.2,20.3,5.5,3.5,4.0,22871,22871
